RefCat,AnnoConstruccion,Direccion
3338801PD7033G,0,GRANADILLA LA AR-1
3437402PD7033G,0,GRANADILLA LA AR-1
3939301PD7033H,2000,LIMA
3939302PD7033H,2000,PANAMA
3939303PD7033H,2000,PANAMA
3939304PD7033H,2000,PANAMA
3939305PD7033H,2000,PANAMA
3939306PD7033H,2000,PANAMA
3939307PD7033H,2000,PANAMA
3939308PD7033H,2000,PANAMA
3939309PD7033H,2000,PANAMA
3939310PD7033H,2000,PANAMA
3939311PD7033H,2000,VENECIA
3939312PD7033H,2000,VENECIA
3939313PD7033H,2000,VENECIA
0610208PD7001B,1982,PLANTIO EL
0610217PD7001B,2019,PLANTIO EL
0610218PD7001B,0,PLANTIO EL
0610220PD7001B,1991,PLANTIO EL
0610222PD7001B,0,PLANTIO EL
2862514PD7025G,1984,UNIVERSITARIA
2862515PD7025G,1984,UNIVERSITARIA
2862516PD7025G,1984,UNIVERSITARIA
2862517PD7025G,1984,UNIVERSITARIA
2862518PD7025G,1984,UNIVERSITARIA
2862519PD7025G,1984,UNIVERSITARIA
2862520PD7025G,1984,UNIVERSITARIA
2862521PD7025G,1984,UNIVERSITARIA
2862522PD7025G,1984,UNIVERSITARIA
2862523PD7025G,1984,UNIVERSITARIA
2862524PD7025G,1984,UNIVERSITARIA
2862525PD7025G,1984,UNIVERSITARIA
2862526PD7025G,1990,UNIVERSITARIA
2862527PD7025G,1984,UNIVERSITARIA
2862528PD7025G,1984,UNIVERSITARIA
2862529PD7025G,1984,UNIVERSITARIA
2862530PD7025G,1984,UNIVERSITARIA
2862531PD7025G,1984,UNIVERSITARIA
2862532PD7025G,1984,UNIVERSITARIA
3939314PD7033H,2000,VENECIA
3939315PD7033H,2000,VENECIA
3939316PD7033H,2000,VENECIA
3939317PD7033H,2000,VENECIA
3939318PD7033H,2000,LIMA
3939319PD7033H,2000,LIMA
3939320PD7033H,2000,LIMA
3939321PD7033H,2000,LIMA
3939322PD7033H,2000,LIMA
3939323PD7033H,2000,LIMA
3939324PD7033H,2000,LIMA
3939325PD7033H,2000,LIMA
3939601PD7033H,2000,SEGOVIA
3939602PD7033H,2000,SEGOVIA
3939603PD7033H,2000,SEGOVIA
3939604PD7033H,2000,SEGOVIA
3939605PD7033H,2000,SEGOVIA
3939606PD7033H,2000,SEGOVIA
0089701PD7008G,2001,UR RIOCAYA
0089702PD7008G,2006,UR RIOCAYA
0292102PD7009A,1997,UR RIOCAYA
0292103PD7009A,1993,UR RIOCAYA
0292104PD7009A,1991,UR RIOCAYA
2862533PD7025G,1984,UNIVERSITARIA
2862534PD7025G,1984,UNIVERSITARIA
2862535PD7025G,1990,UNIVERSITARIA
2862536PD7025G,1984,UNIVERSITARIA
2862537PD7025G,1984,UNIVERSITARIA
2862539PD7025G,1984,UNIVERSITARIA
2862540PD7025G,1984,UNIVERSITARIA
2862541PD7025G,1984,UNIVERSITARIA
2862542PD7025G,1984,UNIVERSITARIA
2862543PD7025G,2002,ELVAS
0391602PD7009A,1983,UR RIOCAYA
0391605PD7009A,1984,UR RIOCAYA
0391606PD7009A,2002,UR RIOCAYA
0391607PD7009A,1985,UR RIOCAYA
0391608PD7009A,2006,UR RIOCAYA
0391609PD7009A,2001,UR RIOCAYA
0391610PD7009A,1998,UR RIOCAYA
9890302PD7009A,1999,UR RIOCAYA
9890306PD7009A,2004,UR RIOCAYA
9890307PD7009A,2004,UR RIOCAYA
2054102PD7025S,0,SIERVAS DE SAN JOSE
2054104PD7025S,0,SIERVAS DE SAN JOSE
0293301PD7009C,2003,LAPILLA LA
0293302PD7009C,2006,UR RIOCAYA
0293305PD7009C,2000,UR RIOCAYA
0293306PD7009C,1999,UR RIOCAYA
0293307PD7009C,2005,UR RIOCAYA
0392302PD7009C,1998,UR RIOCAYA
0392303PD7009C,2004,UR RIOCAYA
0392304PD7009C,1999,UR RIOCAYA
0494803PD7009D,1999,UR RIOCAYA
0694801PD7009D,1981,UR RIOCAYA
0694802PD7009D,2001,UR RIOCAYA
0694803PD7009D,1985,UR RIOCAYA
0694805PD7009D,2004,UR RIOCAYA
0694806PD7009D,1997,UR RIOCAYA
0694809PD7009D,2004,UR RIOCAYA
0694810PD7009D,1998,UR RIOCAYA
0694811PD7009D,2004,UR RIOCAYA
0595305PD7009F,2004,UR RIOCAYA
0797204PD7009F,2004,UR RIOCAYA
0797205PD7009F,1989,UR RIOCAYA
0896404PD7009F,1982,UR RIOCAYA
0896408PD7009F,1985,UR RIOCAYA
0896409PD7009F,2004,UR RIOCAYA
0896410PD7009F,2004,UR RIOCAYA
0998403PD7009H,1999,UR RIOCAYA
0797201PD7009N,2002,UR RIOCAYA
0694808PD7009S,1991,UR RIOCAYA
1600601PD7010B,1976,CORAZON DE JESUS
1600602PD7010B,1976,CORAZON DE JESUS
3939607PD7033H,2000,SEGOVIA
3463696PD8036S,0,GOLF DEL GUADIANA
3463695PD8036S,0,GOLF DEL GUADIANA
3463694PD8036S,0,GOLF DEL GUADIANA
3463697PD8036S,0,GOLF DEL GUADIANA
3463693PD8036S,0,GOLF DEL GUADIANA
3673102PD7037D,2022,NEVERO DIECISIETE
3673103PD7037D,2022,NEVERO DIECISIETE
3673104PD7037D,2006,NEVERO DIECISIETE
3673105PD7037D,2005,NEVERO DIECISIETE
3673106PD7037D,2005,NEVERO TRECE
3673107PD7037D,2005,NEVERO TRECE
3773601PD7037D,2009,NEVERO DIECIOCHO
3773602PD7037D,2007,NEVERO DIECIOCHO
3773603PD7037D,2007,NEVERO DIECIOCHO
3773604PD7037D,2006,NEVERO DIECIOCHO
3773605PD7037D,2006,NEVERO DIECIOCHO
3773606PD7037D,2006,NEVERO DIECIOCHO
3773607PD7037D,2004,NEVERO DOCE
4630718PD7043B,1989,ALCORNOQUE
4630719PD7043B,1993,EBANO
4630721PD7043B,1970,EBANO
4630722PD7043B,1970,EBANO
4630723PD7043B,1970,EBANO
4630724PD7043B,1988,EBANO
4630725PD7043B,1970,EBANO
4630726PD7043B,1988,EBANO
4630727PD7043B,1995,EBANO
4630728PD7043B,1989,EBANO
4630729PD7043B,0,EBANO
4630730PD7043B,1990,EBANO
4630731PD7043B,1970,EBANO
4630732PD7043B,1992,EBANO
4630733PD7043B,2003,EBANO
4627601PD7042F,0,NEWTON
4631907PD7043B,1994,HIBISCO EL
4631908PD7043B,2005,HIBISCO EL
4631909PD7043B,1995,HIBISCO EL
4631910PD7043B,1994,COCOTERO
4631911PD7043B,0,HIBISCO EL
4631912PD7043B,1995,COCOTERO
4631913PD7043B,1995,COCOTERO
4631914PD7043B,2004,COCOTERO
4631915PD7043B,2000,HIBISCO EL
4631916PD7043B,1998,COCOTERO
4631917PD7043B,2000,COCOTERO
4632801PD7043B,1970,LUIS MOVILLA
4632802PD7043B,1970,LUIS MOVILLA
4730203PD7043B,1994,HIBISCO EL
4730204PD7043B,1994,HIBISCO EL
4730205PD7043B,2003,HIBISCO EL
4730206PD7043B,1993,HIBISCO EL
4730207PD7043B,1994,HIBISCO EL
4730208PD7043B,1994,HIBISCO EL
4730209PD7043B,1998,HIBISCO EL
4730210PD7043B,1994,HIBISCO EL
4730211PD7043B,1999,ALCORNOQUE
4632803PD7043B,0,LUIS MOVILLA
4632804PD7043B,1998,LUIS MOVILLA
4632805PD7043B,1970,MIMOSA LA
4632806PD7043B,1970,ENEBRO EL
4632807PD7043B,0,ARAUCARIA DE LA
4632808PD7043B,2005,ARAUCARIA DE LA
4632809PD7043B,2006,ARAUCARIA DE LA
4632810PD7043B,2007,ARAUCARIA DE LA
4632812PD7043B,2006,ARAUCARIA DE LA
4632813PD7043B,1997,ARAUCARIA DE LA
4632814PD7043B,1975,HIBISCO EL
4632815PD7043B,1970,HIBISCO EL
4730201PD7043B,1970,HIBISCO EL
4730202PD7043B,1970,HIBISCO EL
3556803PD7035N,0,SUB-CC-9.2-1
3558701PD7035N,0,SUB-CC-9.2-1
3558702PD7035N,0,SUB-CC-9.2-1
3558704PD7035N,0,SUB-CC-9.2-1
3558705PD7035N,0,SUB-CC-9.2-1
3558706PD7035N,0,SUB-CC-9.2-1
3558707PD7035N,0,SUB-CC-9.2-1
3773608PD7037D,2006,NEVERO DOCE
3773610PD7037D,2004,NEVERO DOCE
3773611PD7037D,2021,NEVERO DOCE
3773612PD7037D,2018,NEVERO DOCE
3773613PD7037D,2009,NEVERO DOCE
3773614PD7037D,2008,NEVERO DOCE
3773615PD7037D,0,NEVERO DOCE
3773616PD7037D,0,JERONIMO DE VALENCIA
3773617PD7037D,2003,NEVERO DOCE
3773618PD7037D,2020,NEVERO DOCE
3773619PD7037D,2010,JERONIMO DE VALENCIA
3773609PD7037D,2006,NEVERO DOCE
3773622PD7037D,2006,NEVERO TRECE
3773623PD7037D,2013,NEVERO TRECE
3773624PD7037D,2006,NEVERO TRECE
4627602PD7042F,0,MARIA CASARES
4627603PD7042F,0,NEWTON
4627604PD7042F,0,CAMINO DEL ALMENDRO
4627605PD7042F,1996,NEWTON
4826901PD7042F,1987,PERDIGON EL
4826903PD7042F,1993,PERDIGON EL
4826904PD7042F,1995,PERDIGON EL
4826905PD7042F,1995,PERDIGON EL
4826906PD7042F,1990,PERDIGON EL
4826907PD7042F,2009,PERDIGON EL
4826908PD7042F,0,PERDIGON EL
4826909PD7042F,0,PAJARITOS LOS
4826910PD7042F,1999,PAJARITOS LOS
4826911PD7042F,1995,PAJARITOS LOS
4826912PD7042F,1982,PAJARITOS LOS
4826913PD7042F,0,CAMINO DEL ALMENDRO
4826914PD7042F,0,PAJARITOS LOS
3857501PD7035N,0,EZEQUIEL MORO CARDENAS
3857502PD7035N,0,EZEQUIEL MORO CARDENAS
3773630PD7037D,1998,JERONIMO DE VALENCIA
3973005PD7037D,1980,JOAQUIN SANCHEZ VALVERDE
3973006PD7037D,1980,JOAQUIN SANCHEZ VALVERDE
3773625PD7037D,2009,NEVERO TRECE
3773626PD7037D,2007,NEVERO TRECE
3773627PD7037D,2004,NEVERO TRECE
3773628PD7037D,2007,NEVERO DOCE
3773629PD7037D,2000,NEVERO TRECE
3973007PD7037D,1980,JOAQUIN SANCHEZ VALVERDE
4827802PD7042F,1992,MOCHUELO EL
4827803PD7042F,1990,MOCHUELO EL
4827804PD7042F,1988,MOCHUELO EL
4827805PD7042F,1995,MOCHUELO EL
4827806PD7042F,0,MOCHUELO EL
4827807PD7042F,0,MOCHUELO EL
4827808PD7042F,1990,MOCHUELO EL
4827809PD7042F,1995,MOCHUELO EL
4827810PD7042F,2007,PERDIGON EL
4827811PD7042F,1999,PERDIGON EL
4827812PD7042F,1995,PERDIGON EL
4827813PD7042F,1998,PERDIGON EL
4827814PD7042F,1988,PERDIGON EL
4827815PD7042F,1992,PERDIGON EL
4827816PD7042F,0,PERDIGON EL
4827817PD7042F,1990,PERDIGON EL
4827801PD7042F,1992,VALDEPASILLA
4827818PD7042F,1995,PERDIGON EL
4827819PD7042F,1997,PERDIGON EL
4827820PD7042F,1995,PERDIGON EL
3761001PD7036B,2008,FEDERICO MAYOR ZARAGOZA
3961401PD7036B,1999,CASTILLO VILLALBA BARROS
3863601PD7036D,1997,CASTILLO DE CHELES
3863701PD7036D,1997,CASTILLO DE CAPILLA
3864101PD7036D,1996,CASTILLO DE ALCONCHEL
3973008PD7037D,1980,JOAQUIN SANCHEZ VALVERDE
3973009PD7037D,0,JOAQUIN SANCHEZ VALVERDE
3973010PD7037D,1980,JOAQUIN SANCHEZ VALVERDE
3973011PD7037D,1997,JOAQUIN SANCHEZ VALVERDE
3973012PD7037D,1997,JOAQUIN SANCHEZ VALVERDE
3973013PD7037D,1997,JOAQUIN SANCHEZ VALVERDE
3973014PD7037D,1996,JOAQUIN SANCHEZ VALVERDE
3973015PD7037D,1996,JOAQUIN SANCHEZ VALVERDE
3973016PD7037D,2005,NEVERO DOCE
3973017PD7037D,2006,NEVERO DOCE
3973018PD7037D,2005,NEVERO DOCE
3973019PD7037D,2023,NEVERO DOCE
3973020PD7037D,2023,NEVERO DOCE
3973021PD7037D,2023,NEVERO DOCE
3973022PD7037D,2023,NEVERO DOCE
3973023PD7037D,2007,NEVERO DOCE
3973027PD7037D,2005,NEVERO DOCE
3973029PD7037D,0,NEVERO DOCE
3973030PD7037D,0,NEVERO DOCE
3973031PD7037D,0,NEVERO DOCE
4827821PD7042F,0,MOCHUELO EL
4827822PD7042F,0,MOCHUELO EL
4827823PD7042F,0,MOCHUELO EL
4428601PD7042G,2001,GALILEO
4429101PD7042G,2001,GALILEO
4429501PD7042G,2001,NEWTON
4429701PD7042G,2001,GUTEMBERG
4429702PD7042G,0,GUTEMBERG
4429703PD7042G,2001,GUTEMBERG
3864102PD7036D,1997,CASTILLO PUEBLA ALCOCER
3864103PD7036D,1999,CASTILLO PUEBLA ALCOCER
3962301PD7036D,1997,CASTILLO DE MAGACELA
3964101PD7036D,1998,CASTILLO DE ALCONCHEL
3973033PD7037D,0,NEVERO DOCE
3973032PD7037D,0,NEVERO DOCE
4429901PD7042G,2001,GUTEMBERG
4527601PD7042G,2001,GALILEO
4628701PD7042G,2001,MARIA LUZ NOGALES
4529801PD7042H,2001,NEWTON
4627301PD7042H,2005,GUTEMBERG
4628801PD7042H,2001,NEWTON
3973039PD7037D,2002,NEVERO DOCE
3973041PD7037D,0,NEVERO DIECIOCHO
3973043PD7037D,2000,JOAQUIN SANCHEZ VALVERDE
3973044PD7037D,2001,PEDRO DE VALENCIA
3973045PD7037D,2003,JERONIMO DE VALENCIA
4629101PD7042H,2009,ALCORNOQUE
4629201PD7042H,1993,TILO DEL
4629202PD7042H,1999,ACEBO EL
4629203PD7042H,1994,ACEBO EL
4629204PD7042H,1997,ACEBO EL
4629205PD7042H,1994,ACEBO EL
4629206PD7042H,1994,ACEBO EL
4629207PD7042H,1999,ALCORNOQUE
4629208PD7042H,2000,ALCORNOQUE
4629209PD7042H,1993,TILO DEL
4629210PD7042H,2000,ALCORNOQUE
4629211PD7042H,2001,ALCORNOQUE
3576901PD7037F,2008,NEVERO DIECINUEVE
3576902PD7037F,2008,NEVERO DIECINUEVE
3576903PD7037F,0,NEVERO CATORCE
3576904PD7037F,2007,NEVERO CATORCE
3576905PD7037F,2008,NEVERO DIECINUEVE
3676501PD7037F,2009,NEVERO VEINTE
3676502PD7037F,2009,NEVERO VEINTE
3676503PD7037F,2005,NEVERO VEINTE
3676504PD7037F,2005,NEVERO VEINTE
3676510PD7037F,2019,NEVERO TRECE
3676512PD7037F,2004,NEVERO TRECE
3676513PD7037F,2003,NEVERO TRECE
47281Z9PD7042H,0,MARIA CASARES
4728402PD7042H,0,TRASERA DEL TEJO
4728403PD7042H,1990,MARUJA MALLO
4728801PD7042H,2001,MARIA ZAMBRANO
4827201PD7042H,2000,TRASERA MOCHUELO
4827202PD7042H,0,TRASERA MOCHUELO
4827203PD7042H,1995,TRASERA MOCHUELO
4827204PD7042H,2000,TRASERA MOCHUELO
4827205PD7042H,1992,TRASERA MOCHUELO
4827206PD7042H,1995,TRASERA MOCHUELO
3676514PD7037F,2008,NEVERO TRECE
3676515PD7037F,2005,NEVERO TRECE
3676516PD7037F,0,NEVERO DIECIOCHO
3676517PD7037F,2005,NEVERO DIECIOCHO
3676518PD7037F,2009,NEVERO DIECIOCHO
3676519PD7037F,2006,NEVERO CATORCE
3676520PD7037F,2021,NEVERO CATORCE
3676521PD7037F,2008,NEVERO CATORCE
3676522PD7037F,2013,NEVERO CATORCE
3676523PD7037F,2007,NEVERO CATORCE
3676524PD7037F,2006,NEVERO CATORCE
3676525PD7037F,2006,NEVERO CATORCE
3676526PD7037F,2007,NEVERO CATORCE
3676527PD7037F,2006,NEVERO CATORCE
3676528PD7037F,2007,NEVERO CATORCE
3676529PD7037F,2006,NEVERO CATORCE
3876101PD7037F,0,NEVERO VEINTE
3876102PD7037F,2014,NEVERO VEINTE
3876103PD7037F,2007,NEVERO VEINTE
4827207PD7042H,1995,TRASERA MOCHUELO
4827208PD7042H,0,TRASERA MOCHUELO
4827209PD7042H,1979,TRASERA MOCHUELO
4827210PD7042H,1979,TRASERA MOCHUELO
4827211PD7042H,1979,TRASERA MOCHUELO
4827212PD7042H,1993,MOCHUELO EL
4829201PD7042H,1993,ALCORNOQUE
4829202PD7042H,0,TEJO DEL
4829203PD7042H,1993,TEJO DEL
4829204PD7042H,0,TEJO DEL
3865501PD7036F,2017,NEVERO EL
3865502PD7036F,2005,NEVERO EL
3876104PD7037F,2021,NEVERO DOCE
3876105PD7037F,2004,NEVERO DOCE
3876106PD7037F,2004,NEVERO DOCE
3876107PD7037F,2008,NEVERO DOCE
3876108PD7037F,2004,NEVERO DOCE
3876109PD7037F,2005,NEVERO DOCE
3876110PD7037F,2009,NEVERO DOCE
3876111PD7037F,2008,NEVERO DOCE
3876112PD7037F,2006,NEVERO DIECIOCHO
3876113PD7037F,2006,NEVERO DIECIOCHO
3876114PD7037F,2008,NEVERO DIECIOCHO
3876115PD7037F,2015,NEVERO DIECIOCHO
3876116PD7037F,2003,NEVERO DIECIOCHO
3876117PD7037F,2006,NEVERO TRECE
3876118PD7037F,2004,NEVERO TRECE
3876119PD7037F,2007,NEVERO TRECE
3876120PD7037F,2007,NEVERO TRECE
3876121PD7037F,2006,NEVERO TRECE
3876122PD7037F,2006,NEVERO TRECE
4829205PD7042H,2004,TEJO DEL
4829206PD7042H,2002,TEJO DEL
4829207PD7042H,2004,TEJO DEL
4829208PD7042H,0,TEJO DEL
4829209PD7042H,1995,TEJO DEL
4829211PD7042H,0,CAMINO DEL ALMENDRO
4829212PD7042H,0,TRASERA DEL TEJO
4829213PD7042H,0,TRASERA DEL TEJO
4829214PD7042H,0,TRASERA DEL TEJO
4829215PD7042H,0,
4829216PD7042H,0,TRASERA DEL TEJO
4829217PD7042H,0,TRASERA DEL TEJO
4829218PD7042H,0,TRASERA DEL TEJO
4829219PD7042H,0,TRASERA DEL TEJO
4829306PD7042H,1999,TEJO DEL
4829307PD7042H,1993,ALCORNOQUE
4829308PD7042H,1994,ALCORNOQUE
3967001PD7036H,1960,RIO SEGURA
3876123PD7037F,2006,NEVERO TRECE
3876124PD7037F,2006,NEVERO TRECE
3876125PD7037F,2008,NEVERO TRECE
3578701PD7037H,2007,NEVERO DIECINUEVE
3578702PD7037H,2010,NEVERO VEINTE
3578703PD7037H,2004,NEVERO CATORCE
3578704PD7037H,2005,NEVERO CATORCE
3578706PD7037H,2007,NEVERO CATORCE
3578707PD7037H,2006,NEVERO CATORCE
3578708PD7037H,2005,NEVERO CATORCE
3578709PD7037H,2008,NEVERO CATORCE
3578710PD7037H,2006,NEVERO DIECINUEVE
3578711PD7037H,2007,NEVERO DIECINUEVE
4829309PD7042H,1989,ALCORNOQUE
4829310PD7042H,2001,TEJO DEL
4829311PD7042H,2000,TEJO DEL
4829312PD7042H,2002,TEJO DEL
4829313PD7042H,0,TEJO DEL
4830711PD7042H,2001,CAMINO DEL ALMENDRO
4628401PD7042N,2001,NEWTON
4530401PD7043B,2002,EBANO
4530402PD7043B,1970,EBANO
4530403PD7043B,1970,ACEBO EL
4530404PD7043B,1970,ARCE
4530405PD7043B,2002,ARCE
4530406PD7043B,2002,ARCE
4530601PD7043B,1993,EBANO
4530602PD7043B,1990,EBANO
4530604PD7043B,1970,ACEBO EL
3967002PD7036H,2002,NEVERO EL
3967003PD7036H,2003,RIO SEGURA
3967004PD7036H,2008,RIO SEGURA
3967005PD7036H,2008,FEDERICO MAYOR ZARAGOZA
3967008PD7036H,2008,FEDERICO MAYOR ZARAGOZA
3967009PD7036H,2008,FEDERICO MAYOR ZARAGOZA
3967010PD7036H,2000,RIO SEGURA
3982601PD7038B,0,NEVERO DIEZ
4530605PD7043B,1970,ACEBO EL
4530606PD7043B,1970,ACEBO EL
4530607PD7043B,1993,ACEBO EL
4530608PD7043B,1970,ALAMO EL
4530806PD7043B,2016,TILO DEL
4530807PD7043B,1993,ALAMO EL
4530808PD7043B,1993,ALAMO EL
4530809PD7043B,1997,ALAMO EL
4531702PD7043B,1990,TILO DEL
4531703PD7043B,1990,EBANO
4531704PD7043B,1970,EBANO
4531706PD7043B,1970,EBANO
4531710PD7043B,1975,COCOTERO
4531711PD7043B,1975,COCOTERO
3173004PD7037B,2006,NEVERO DOCE
3173005PD7037B,0,NEVERO DOCE
3173006PD7037B,2006,NEVERO DOCE
3173008PD7037B,2006,NEVERO DOCE
4531712PD7043B,1975,COCOTERO
4531713PD7043B,1990,EBANO
4531714PD7043B,1990,EBANO
4531715PD7043B,1990,EBANO
4531716PD7043B,1975,TILO DEL
4630101PD7043B,2000,EBANO
4630102PD7043B,2003,EBANO
4630103PD7043B,1998,TILO DEL
4630104PD7043B,2001,TILO DEL
4630105PD7043B,2006,ACEBO EL
4630106PD7043B,1998,ACEBO EL
4630107PD7043B,2000,ACEBO EL
4630108PD7043B,2000,EBANO
4630109PD7043B,2000,ACEBO EL
4630110PD7043B,2000,EBANO
4630111PD7043B,2000,EBANO
4630112PD7043B,2000,EBANO
4630113PD7043B,2000,ACEBO EL
4630114PD7043B,2000,ACEBO EL
4630115PD7043B,2000,EBANO
4630701PD7043B,1993,COCOTERO
4169720PD7037B,2001,RIO SEGURA
3574409PD7037D,2021,NEVERO DIECIOCHO
3574410PD7037D,2006,NEVERO DIECIOCHO
3574411PD7037D,2007,NEVERO DIECIOCHO
3574412PD7037D,2007,NEVERO DIECIOCHO
3574413PD7037D,2007,NEVERO DIECIOCHO
3574414PD7037D,2007,NEVERO DIECIOCHO
3982602PD7038D,2005,NEVERO DIEZ
4630703PD7043B,1970,COCOTERO
4630704PD7043B,1994,COCOTERO
4630705PD7043B,1994,COCOTERO
4630706PD7043B,2008,COCOTERO
4630708PD7043B,1996,COCOTERO
4630709PD7043B,1990,COCOTERO
4630712PD7043B,1970,COCOTERO
4630713PD7043B,1970,COCOTERO
4630714PD7043B,1995,COCOTERO
4630715PD7043B,2010,COCOTERO
4630716PD7043B,1970,COCOTERO
3574416PD7037D,2009,NEVERO TRECE
3574417PD7037D,2005,NEVERO DIECISIETE
3574418PD7037D,2005,NEVERO DIECISIETE
3574419PD7037D,2013,NEVERO DIECISIETE
3574420PD7037D,2007,NEVERO DIECISIETE
3574421PD7037D,2006,NEVERO DIECISIETE
3574423PD7037D,2006,NEVERO VEINTIUNO
3574415PD7037D,2008,NEVERO TRECE
4630734PD7043B,1993,COCOTERO
4630735PD7043B,1996,EBANO
4631601PD7043B,1999,HIBISCO EL
4631603PD7043B,1994,ARAUCARIA DE LA
4631604PD7043B,1995,ARAUCARIA DE LA
4631605PD7043B,2007,ARAUCARIA DE LA
4631606PD7043B,2000,ARAUCARIA DE LA
4631608PD7043B,2009,ARAUCARIA DE LA
4631610PD7043B,1999,HAYA DE LA
4631611PD7043B,2006,HAYA DE LA
4631612PD7043B,1995,HAYA DE LA
4631613PD7043B,2003,HAYA DE LA
4631614PD7043B,1999,HAYA DE LA
4631615PD7043B,2004,HAYA DE LA
4631901PD7043B,1999,TILO DEL
4631903PD7043B,1993,HIBISCO EL
4631904PD7043B,2002,COCOTERO
4730215PD7043B,1970,COCOTERO
4730216PD7043B,1970,COCOTERO
4730217PD7043B,1987,COCOTERO
4730218PD7043B,1970,COCOTERO
4730219PD7043B,1970,COCOTERO
4730220PD7043B,1994,COCOTERO
4730221PD7043B,1970,COCOTERO
4730222PD7043B,2000,COCOTERO
4730223PD7043B,2010,COCOTERO
4730401PD7043B,0,SAUCO EL
4731101PD7043B,1970,HAYA DE LA
2059904PD7025G,1995,MORENO TORROBA
4732704PD7043B,1970,CEDRO EL
4732705PD7043B,1970,DRAGO EL
4732706PD7043B,1970,CEDRO EL
4732708PD7043B,1970,DRAGO EL
4731103PD7043B,1970,HAYA DE LA
4731104PD7043B,2002,HAYA DE LA
4731105PD7043B,2003,HAYA DE LA
4731106PD7043B,2004,HAYA DE LA
4731107PD7043B,1999,HAYA DE LA
4731108PD7043B,1975,HAYA DE LA
4731109PD7043B,0,HAYA DE LA
4731110PD7043B,1975,HAYA DE LA
4731111PD7043B,2004,ENEBRO EL
4731112PD7043B,1990,ENEBRO EL
4731113PD7043B,2000,ENEBRO EL
4731114PD7043B,1995,ENEBRO EL
4731115PD7043B,1995,SAUCO EL
4731116PD7043B,1975,SAUCO EL
4731117PD7043B,2001,HIBISCO EL
4731102PD7043B,1970,HAYA DE LA
4731502PD7043B,1970,DRAGO EL
4731506PD7043B,1970,DRAGO EL
4731507PD7043B,1970,DRAGO EL
4731508PD7043B,1970,ENEBRO EL
4731509PD7043B,2000,ENEBRO EL
4731510PD7043B,2003,ENEBRO EL
4731511PD7043B,1989,ENEBRO EL
4731512PD7043B,2012,ENEBRO EL
4731513PD7043B,1970,MIMOSA LA
4731501PD7043B,1970,DRAGO EL
4732701PD7043B,1970,CEDRO EL
4732702PD7043B,1976,CEDRO EL
6943203PC7964D,2001,PINARES LOS
6943204PC7964D,2001,PINARES LOS
6943206PC7964D,1980,PINARES LOS
6950702PC7965B,1997,PINARES LOS
7095104PC7979N,1984,DEHE CAL SEC VEG
7689016PC7978N,2006,DEHE CAL SECT A
7689017PC7978N,2013,DEHE CAL SECT A
7689019PC7978N,1980,DEHE CAL SECT A
7689020PC7978N,1982,DEHE CAL SECT A
7689023PC7978N,1984,DEHE CAL SECT A
7689024PC7978N,1988,DEHE CAL SECT A
7095101PC7979N,1981,DEHE CAL SEC VEG
7095106PC7979N,1987,DEHE CAL SEC VEG
7194401PC7979N,1989,DEHE CAL SEC VEG
7194402PC7979N,1989,DEHE CAL SEC VEG
7395801PC7979N,2008,DEHE CAL SECT D
1793110PC7919D,2000,MERCADILLO
1793112PC7919D,1999,MERCADILLO
1793113PC7919D,1990,MERCADILLO
1793114PC7919D,2007,MERCADILLO
3732602PC7933B,1995,MANANTIO EL
3732604PC7933B,2000,MANANTIO EL
3732605PC7933B,1995,MANANTIO EL
7395802PC7979N,1981,DEHE CAL SECT D
7395803PC7979N,2003,DEHE CAL SECT D
7395804PC7979N,1987,DEHE CAL SECT D
7395805PC7979N,1987,DEHE CAL SECT D
7397702PC7979N,1996,DEHE CAL SECT E
7397705PC7979N,2004,DEHE CAL SECT E
7397706PC7979N,2008,DEHE CAL SECT E
4329401PC7942G,1980,MANANTIO EL
4329406PC7942G,1982,MANANTIO EL
4132603PC7943A,1980,MANANTIO 2 EL
4132604PC7943A,1990,MANANTIO 2 EL
4132605PC7943A,1980,MANANTIO 2 EL
4132606PC7943A,1985,MANANTIO 2 EL
4430202PC7943A,1980,MANANTIO 2 EL
4430203PC7943A,1980,MANANTIO 2 EL
4430204PC7943A,1990,MANANTIO 2 EL
4430205PC7943A,1990,MANANTIO 2 EL
6877801PC7967N,1978,CR.VALVERDE KML 6400
6877802PC7967N,1979,CR.VALVERDE KML 6400
6877803PC7967N,1979,CR.VALVERDE KML 6400
6877804PC7967N,1960,CR.VALVERDE KML 6400
6877805PC7967N,1983,CR.VALVERDE KML 6400
6877806PC7967N,1986,CR.VALVERDE KML 6400
6877807PC7967N,1983,CR.VALVERDE KML 6400
6882401PC7968S,1974,CR.VALVERDE KML 6400
6882402PC7968S,1976,CR.VALVERDE KML 6400
6882403PC7968S,1980,CR.VALVERDE KML 6400
6882404PC7968S,1983,CR.VALVERDE KML 6400
6882405PC7968S,1977,CR.VALVERDE KML 6400
6983702PC7968S,1976,CR.VALVERDE KML 6400
6983703PC7968S,1976,CR.VALVERDE KML 6400
6983704PC7968S,1975,CR.VALVERDE KML 6400
6983705PC7968S,1975,CR.VALVERDE KML 6400
6983706PC7968S,1974,CR.VALVERDE KML 6400
6983707PC7968S,1981,CR.VALVERDE KML 6400
4235502PC7943E,1984,MANANTIO 2 EL
4235503PC7943E,1980,MANANTIO 2 EL
4235504PC7943E,1980,MANANTIO 2 EL
